movie_id,country_id
tt0019785,3
tt0019788,3
tt0019796,15
tt0019798,3
tt0019800,3
tt0019811,3
tt0019815,3
tt0019823,3
tt0019824,3
tt0019843,3
tt0019850,22
tt0019852,3
tt0019856,3
tt0019884,3
tt0019886,3
tt0019889,16
tt0019901,1
tt0019909,1
tt0019929,3
tt0019933,3
tt0019935,3
tt0019936,3
tt0019945,3
tt0019946,3
tt0019949,3
tt0019957,3
tt0019959,3
tt0019976,3
tt0019979,3
tt0019983,3
tt0019992,3
tt0019993,3
tt0020004,3
tt0020011,1
tt0020014,3
tt0020018,3
tt0020025,16
tt0020030,3
tt0020034,3
tt0020062,3
tt0020075,14
tt0020078,3
tt0020080,3
tt0020081,3
tt0020092,3
tt0020103,3
tt0020112,3
tt0020114,3
tt0020122,3
tt0020126,3
tt0020142,16
tt0020142,23
tt0020143,3
tt0020144,3
tt0020163,1
tt0020166,3
tt0020182,6
tt0020193,1
tt0020197,3
tt0020198,3
tt0020210,3
tt0020217,3
tt0020223,3
tt0020228,6
tt0020230,17
tt0020232,17
tt0020238,3
tt0020247,3
tt0020253,3
tt0020269,16
tt0020286,16
tt0020286,19
tt0020286,1
tt0020293,17
tt0020298,3
tt0020305,3
tt0020320,3
tt0020332,3
tt0020335,3
tt0020336,3
tt0020358,3
tt0020359,3
tt0020364,3
tt0020388,3
tt0020392,3
tt0020402,3
tt0020403,3
tt0020405,3
tt0020410,3
tt0020425,3
tt0020431,1
tt0020439,3
tt0020442,3
tt0020446,3
tt0020451,17
tt0020458,3
tt0020461,3
tt0020466,3
tt0020475,1
tt0020479,3
tt0020480,3
tt0020488,3
tt0020490,3
tt0020492,3
tt0020499,3
tt0020502,3
tt0020510,15
tt0020514,3
tt0020534,3
tt0020538,3
tt0020542,3
tt0020543,3
tt0020547,6
tt0020556,3
tt0020563,15
tt0020570,1
tt0020572,3
tt0020581,3
tt0020585,3
tt0020589,3
tt0020590,3
tt0020608,1
tt0020613,3
tt0020620,3
tt0020629,3
tt0020640,3
tt0020641,3
tt0020642,3
tt0020656,6
tt0020661,3
tt0020668,3
tt0020670,3
tt0020673,3
tt0020679,3
tt0020686,3
tt0020690,3
tt0020691,3
tt0020693,3
tt0020695,3
tt0020697,1
tt0020701,16
tt0020702,3
tt0020713,3
tt0020724,3
tt0020740,3
tt0020754,3
tt0020758,3
tt0020763,3
tt0020768,3
tt0020793,16
tt0020793,7
tt0020799,3
tt0020806,3
tt0020814,6
tt0020815,3
tt0020821,3
tt0020823,3
tt0020827,3
tt0020828,3
tt0020836,3
tt0020838,3
tt0020842,1
tt0020852,16
tt0020869,3
tt0020875,3
tt0020876,3
tt0020890,3
tt0020891,3
tt0020894,3
tt0020896,3
tt0020900,3
tt0020902,3
tt0020919,3
tt0020924,3
tt0020926,3
tt0020929,3
tt0020938,3
tt0020945,3
tt0020949,3
tt0020959,3
tt0020960,3
tt0020966,3
tt0020980,15
tt0020985,3
tt0020987,3
tt0021001,3
tt0021013,16
tt0021013,3
tt0021015,16
tt0021016,3
tt0021025,3
tt0021040,3
tt0021042,3
tt0021044,3
tt0021048,3
tt0021053,3
tt0021060,3
tt0021061,3
tt0021069,3
tt0021070,3
tt0021074,3
tt0021079,3
tt0021087,3
tt0021090,3
tt0021092,3
tt0021094,3
tt0021100,3
tt0021102,3
tt0021106,3
tt0021110,3
tt0021121,3
tt0021128,1
tt0021128,16
tt0021132,3
tt0021133,3
tt0021134,3
tt0021140,3
tt0021148,3
tt0021149,3
tt0021152,3
tt0021153,3
tt0021156,3
tt0021165,16
tt0021178,3
tt0021189,3
tt0021191,3
tt0021197,3
tt0021216,3
tt0021217,3
tt0021223,3
tt0021225,3
tt0021228,3
tt0021232,3
tt0021239,3
tt0021240,3
tt0021247,6
tt0021263,3
tt0021268,17
tt0021273,6
tt0021276,3
tt0021280,3
tt0021281,3
tt0021282,3
tt0021283,15
tt0021287,3
tt0021292,3
tt0021294,3
tt0021295,3
tt0021297,3
tt0021303,3
tt0021304,3
tt0021307,3
tt0021309,6
tt0021310,3
tt0021322,3
tt0021324,3
tt0021331,6
tt0021335,3
tt0021345,3
tt0021371,3
tt0021374,3
tt0021376,3
tt0021377,3
tt0021381,3
tt0021382,3
tt0021394,3
tt0021400,3
tt0021401,3
tt0021406,15
tt0021408,3
tt0021409,6
tt0021413,3
tt0021420,3
tt0021435,3
tt0021439,3
tt0021464,3
tt0021472,3
tt0021483,3
tt0021486,3
tt0021493,3
tt0021505,3
tt0021508,3
tt0021531,3
tt0021533,3
tt0021534,3
tt0021542,1
tt0021549,3
tt0021551,3
tt0021568,3
tt0021571,17
tt0021577,6
tt0021580,3
tt0021594,19
tt0021595,3
tt0021599,3
tt0021606,3
tt0021607,3
tt0021615,3
tt0021622,3
tt0021632,3
tt0021633,3
tt0021635,3
tt0021636,3
tt0021647,3
tt0021649,3
tt0021654,1
tt0021657,3
tt0021668,3
tt0021673,3
tt0021681,1
tt0021684,3
tt0021697,3
tt0021707,3
tt0021725,3
tt0021730,3
tt0021732,3
tt0021733,3
tt0021735,3
tt0021739,6
tt0021743,3
tt0021746,3
tt0021749,3
tt0021750,3
tt0021754,6
tt0021756,3
tt0021759,3
tt0021761,3
tt0021764,3
tt0021768,3
tt0021770,3
tt0021772,3
tt0021778,3
tt0021780,3
tt0021785,3
tt0021786,3
tt0021793,3
tt0021798,3
tt0021799,3
tt0021800,3
tt0021814,3
tt0021815,3
tt0021818,1
tt0021820,3
tt0021825,3
tt0021828,3
tt0021829,3
tt0021836,1
tt0021845,3
tt0021859,3
tt0021861,3
tt0021864,6
tt0021865,3
tt0021873,3
tt0021874,3
tt0021879,3
tt0021884,3
tt0021885,3
tt0021889,3
tt0021890,3
tt0021895,3
tt0021900,3
tt0021906,3
tt0021910,3
tt0021917,3
tt0021919,3
tt0021927,3
tt0021928,3
tt0021931,3
tt0021932,3
tt0021933,3
tt0021952,3
tt0021966,3
tt0021969,3
tt0021973,3
tt0021978,3
tt0021985,9
tt0021986,3
tt0021988,3
tt0021992,3
tt0022000,3
tt0022001,3
tt0022002,3
tt0022017,1
tt0022017,6
tt0022021,3
tt0022026,3
tt0022029,3
tt0022034,1
tt0022043,3
tt0022046,3
tt0022048,15
tt0022054,3
tt0022056,3
tt0022059,3
tt0022074,3
tt0022080,24
tt0022085,3
tt0022086,3
tt0022100,1
tt0022103,3
tt0022105,15
tt0022111,3
tt0022117,3
tt0022119,3
tt0022120,3
tt0022121,1
tt0022125,6
tt0022134,3
tt0022135,3
tt0022139,3
tt0022149,3
tt0022150,6
tt0022151,3
tt0022153,3
tt0022158,3
tt0022172,3
tt0022173,3
tt0022177,3
tt0022178,3
tt0022180,3
tt0022183,1
tt0022185,1
tt0022191,3
tt0022197,3
tt0022198,3
tt0022208,3
tt0022215,17
tt0022223,6
tt0022235,1
tt0022235,3
tt0022236,3
tt0022243,3
tt0022246,3
tt0022251,3
tt0022254,3
tt0022259,3
tt0022261,3
tt0022264,3
tt0022265,3
tt0022268,3
tt0022273,3
tt0022274,3
tt0022276,3
tt0022279,3
tt0022285,3
tt0022286,3
tt0022289,17
tt0022290,3
tt0022293,3
tt0022296,3
tt0022297,3
tt0022303,3
tt0022308,3
tt0022321,3
tt0022326,3
tt0022331,3
tt0022335,3
tt0022339,11
tt0022353,3
tt0022357,3
tt0022360,3
tt0022373,16
tt0022381,3
tt0022382,3
tt0022386,3
tt0022391,3
tt0022395,16
tt0022397,3
tt0022403,3
tt0022404,3
tt0022409,3
tt0022412,3
tt0022418,16
tt0022425,3
tt0022428,3
tt0022430,3
tt0022435,3
tt0022436,3
tt0022437,3
tt0022440,3
tt0022444,1
tt0022453,3
tt0022454,3
tt0022458,3
tt0022463,3
tt0022469,3
tt0022478,3
tt0022481,3
tt0022484,3
tt0022485,15
tt0022489,3
tt0022495,3
tt0022500,3
tt0022501,3
tt0022517,3
tt0022523,3
tt0022537,12
tt0022537,3
tt0022550,3
tt0022551,3
tt0022572,3
tt0022582,3
tt0022599,6
tt0022613,3
tt0022614,3
tt0022615,3
tt0022619,3
tt0022626,3
tt0022628,3
tt0022635,3
tt0022639,3
tt0022641,3
tt0022644,3
tt0022651,3
tt0022660,3
tt0022663,3
tt0022675,3
tt0022676,3
tt0022681,3
tt0022682,3
tt0022685,3
tt0022689,3
tt0022694,1
tt0022696,3
tt0022698,3
tt0022699,1
tt0022700,3
tt0022718,6
tt0022725,3
tt0022731,3
tt0022735,3
tt0022737,3
tt0022748,3
tt0022751,3
tt0022753,3
tt0022755,3
tt0022775,3
tt0022778,3
tt0022784,3
tt0022787,6
tt0022788,3
tt0022789,3
tt0022792,3
tt0022796,3
tt0022802,3
tt0022814,3
tt0022824,3
tt0022827,3
tt0022834,3
tt0022835,3
tt0022854,3
tt0022867,22
tt0022867,13
tt0022869,1
tt0022873,3
tt0022876,3
tt0022877,6
tt0022879,3
tt0022882,3
tt0022890,3
tt0022897,3
tt0022905,3
tt0022913,3
tt0022918,3
tt0022924,6
tt0022938,3
tt0022941,3
tt0022958,3
tt0022961,3
tt0022970,17
tt0022971,3
tt0022979,3
tt0022981,3
tt0022987,3
tt0022990,3
tt0022991,3
tt0023002,1
tt0023002,6
tt0023007,3
tt0023013,3
tt0023027,3
tt0023028,3
tt0023034,3
tt0023038,3
tt0023042,3
tt0023049,3
tt0023055,3
tt0023071,17
tt0023074,3
tt0023088,3
tt0023092,3
tt0023101,3
tt0023104,1
tt0023108,3
tt0023109,3
tt0023110,3
tt0023117,3
tt0023119,3
tt0023121,3
tt0023125,3
tt0023132,3
tt0023139,3
tt0023145,16
tt0023151,3
tt0023153,3
tt0023157,3
tt0023158,3
tt0023162,3
tt0023169,3
tt0023175,3
tt0023180,3
tt0023181,3
tt0023187,3
tt0023190,6
tt0023190,9
tt0023194,3
tt0023196,3
tt0023198,3
tt0023202,3
tt0023208,3
tt0023209,3
tt0023213,3
tt0023221,3
tt0023225,3
tt0023230,3
tt0023236,3
tt0023238,3
tt0023240,3
tt0023241,3
tt0023243,3
tt0023245,3
tt0023249,3
tt0023261,15
tt0023262,3
tt0023266,3
tt0023268,3
tt0023271,3
tt0023277,3
tt0023278,3
tt0023284,6
tt0023285,16
tt0023293,3
tt0023302,3
tt0023303,3
tt0023305,3
tt0023312,3
tt0023316,3
tt0023322,3
tt0023326,3
tt0023327,3
tt0023333,3
tt0023334,3
tt0023335,3
tt0023342,3
tt0023345,6
tt0023349,3
tt0023352,3
tt0023358,3
tt0023362,3
tt0023369,3
tt0023374,3
tt0023382,3
tt0023384,3
tt0023385,3
tt0023394,3
tt0023395,16
tt0023396,3
tt0023407,3
tt0023410,16
tt0023424,3
tt0023427,3
tt0023447,3
tt0023450,15
tt0023456,3
tt0023458,3
tt0023460,3
tt0023464,3
tt0023469,16
tt0023470,3
tt0023472,3
tt0023478,3
tt0023479,3
tt0023486,3
tt0023488,3
tt0023491,3
tt0023495,3
tt0023498,3
tt0023507,3
tt0023520,3
tt0023523,3
tt0023525,3
tt0023528,3
tt0023529,3
tt0023537,3
tt0023545,3
tt0023549,3
tt0023551,3
tt0023556,3
tt0023560,3
tt0023563,1
tt0023567,3
tt0023580,16
tt0023581,3
tt0023582,3
tt0023583,3
tt0023584,3
tt0023589,3
tt0023590,3
tt0023594,3
tt0023601,3
tt0023604,3
tt0023622,3
tt0023625,3
tt0023629,3
tt0023631,3
tt0023634,15
tt0023635,3
tt0023642,3
tt0023645,4
tt0023649,1
tt0023649,6
tt0023652,3
tt0023657,1
tt0023659,3
tt0023673,3
tt0023677,3
tt0023681,3
tt0023684,3
tt0023685,3
tt0023686,3
tt0023694,3
tt0023701,3
tt0023706,3
tt0023716,3
tt0023719,3
tt0023720,3
tt0023729,4
tt0023731,3
tt0023737,3
tt0023742,3
tt0023744,3
tt0023749,3
tt0023753,3
tt0023758,3
tt0023759,3
tt0023761,3
tt0023769,3
tt0023775,3
tt0023778,3
tt0023785,3
tt0023786,3
tt0023790,3
tt0023793,3
tt0023794,3
tt0023808,3
tt0023814,3
tt0023816,3
tt0023817,3
tt0023818,3
tt0023825,3
tt0023838,3
tt0023842,3
tt0023846,3
tt0023847,3
tt0023848,3
tt0023856,3
tt0023871,25
tt0023872,3
tt0023876,3
tt0023878,3
tt0023880,3
tt0023881,3
tt0023887,3
tt0023891,3
tt0023893,3
tt0023896,3
tt0023899,3
tt0023900,3
tt0023902,11
tt0023909,3
tt0023911,3
tt0023926,3
tt0023932,3
tt0023935,3
tt0023937,15
tt0023938,3
tt0023939,17
tt0023940,3
tt0023943,3
tt0023948,3
tt0023949,3
tt0023955,3
tt0023956,16
tt0023956,6
tt0023960,3
tt0023969,3
tt0023973,3
tt0023982,3
tt0023984,3
tt0023985,3
tt0023986,3
tt0023990,3
tt0023992,3
tt0023993,3
tt0024005,3
tt0024008,3
tt0024025,3
tt0024028,3
tt0024034,3
tt0024037,16
tt0024040,3
tt0024044,3
tt0024048,3
tt0024049,24
tt0024054,16
tt0024055,16
tt0024062,3
tt0024067,3
tt0024069,3
tt0024073,16
tt0024075,3
tt0024078,3
tt0024083,3
tt0024087,1
tt0024090,3
tt0024092,3
tt0024097,3
tt0024100,3
tt0024104,3
tt0024115,3
tt0024120,15
tt0024122,3
tt0024124,3
tt0024127,1
tt0024130,3
tt0024139,3
tt0024144,3
tt0024151,3
tt0024157,16
tt0024160,3
tt0024161,16
tt0024166,3
tt0024170,3
tt0024176,0
tt0024183,3
tt0024184,3
tt0024188,3
tt0024199,3
tt0024210,3
tt0024211,3
tt0024214,15
tt0024216,3
tt0024219,3
tt0024221,3
tt0024222,3
tt0024236,1
tt0024238,3
tt0024239,3
tt0024240,3
tt0024252,1
tt0024257,3
tt0024258,3
tt0024262,3
tt0024264,3
tt0024266,11
tt0024269,3
tt0024276,3
tt0024288,3
tt0024293,3
tt0024301,3
tt0024302,3
tt0024307,3
tt0024308,3
tt0024314,3
tt0024320,3
tt0024323,3
tt0024325,3
tt0024334,3
tt0024339,3
tt0024353,3
tt0024359,3
tt0024360,3
tt0024368,3
tt0024373,3
tt0024381,3
tt0024382,3
tt0024388,3
tt0024396,3
tt0024402,17
tt0024405,3
tt0024411,3
tt0024414,3
tt0024418,3
tt0024421,3
tt0024426,3
tt0024429,3
tt0024433,3
tt0024435,3
tt0024436,16
tt0024443,3
tt0024450,3
tt0024453,3
tt0024455,3
tt0024465,3
tt0024470,11
tt0024471,3
tt0024473,16
tt0024475,3
tt0024476,3
tt0024480,6
tt0024481,3
tt0024484,3
tt0024496,3
tt0024500,3
tt0024501,3
tt0024506,3
tt0024507,3
tt0024514,1
tt0024514,3
tt0024516,3
tt0024524,3
tt0024537,3
tt0024538,3
tt0024539,3
tt0024548,3
tt0024549,3
tt0024553,3
tt0024554,3
tt0024559,3
tt0024560,3
tt0024561,3
tt0024590,3
tt0024592,3
tt0024593,3
tt0024594,3
tt0024598,3
tt0024600,1
tt0024600,13
tt0024601,3
tt0024605,3
tt0024609,3
tt0024610,3
tt0024616,3
tt0024617,3
tt0024620,3
tt0024625,3
tt0024631,3
tt0024633,3
tt0024641,15
tt0024645,3
tt0024647,3
tt0024651,1
tt0024651,6
tt0024656,3
tt0024663,3
tt0024664,3
tt0024672,3
tt0024674,3
tt0024675,3
tt0024676,15
tt0024679,3
tt0024684,3
tt0024685,3
tt0024696,4
tt0024701,3
tt0024704,3
tt0024710,6
tt0024727,3
tt0024728,17
tt0024736,1
tt0024742,3
tt0024747,16
tt0024757,16
tt0024762,3
tt0024763,3
tt0024768,3
tt0024769,3
tt0024770,3
tt0024771,3
tt0024772,3
tt0024781,3
tt0024782,3
tt0024785,3
tt0024786,3
tt0024787,3
tt0024793,15
tt0024800,3
tt0024805,3
tt0024808,3
tt0024809,3
tt0024816,3
tt0024819,3
tt0024830,6
tt0024831,3
tt0024844,6
tt0024851,3
tt0024852,3
tt0024854,3
tt0024855,3
tt0024865,3
tt0024867,3
tt0024868,3
tt0024873,3
tt0024890,3
tt0024892,3
tt0024894,3
tt0024895,3
tt0024897,3
tt0024902,3
tt0024903,3
tt0024906,3
tt0024910,3
tt0024914,3
tt0024915,3
tt0024916,3
tt0024932,3
tt0024933,16
tt0024939,3
tt0024951,3
tt0024958,3
tt0024960,3
tt0024961,3
tt0024962,16
tt0024963,3
tt0024965,3
tt0024966,17
tt0024968,3
tt0024969,3
tt0024978,16
tt0024981,3
tt0024989,16
tt0024991,3
tt0024992,3
tt0025004,3
tt0025009,3
tt0025011,3
tt0025025,3
tt0025028,3
